COMPANY,EXP,Industry ,JOB,Location.1,Min Salary,Max Salary,Salary.1
CÔNG TY CỔ PHẦN TƯ VẤN CHUYÊN NGHIỆP VIỆT NAM,1 năm,Biên phiên dịch,Nhân Viên Dịch Thuật Và Xử Lý Hồ Sơ,Hà Nội,10,25,10-25
CÔNG TY CỔ PHẦN TƯ VẤN ĐÁNH GIÁ VÀ PHÁT TRIỂN GIÁO DỤC EDUTALK,0-1 năm,"Giáo dục,Đào tạo",Giáo Viên Dạy Ielts PartTime-Thu Nhập Upto 25tr (Tại Láng Hòa Lạc-Hà Nội)- Nhận Lớp Ngay Trong Tháng,Hà Nội,15,25,15-25
CÔNG TY CỔ PHẦN TƯ VẤN ĐÁNH GIÁ VÀ PHÁT TRIỂN GIÁO DỤC EDUTALK,0-1 năm,"Giáo dục,Đào tạo",Giáo Viên IELTS Tại Ninh Bình Part/Full Time - Thu Nhập Cao 15M Upto 30M - Được Đào Tạo Bài Bản,Ninh Bình,15,30,15-30
CÔNG TY CỔ PHẦN TƯ VẤN GIẢI PHÁP CENVI,0-1 năm,Luật,Thực Tập Sinh Tư Vấn Pháp Lý - Đi Làm Từ 6/2025,Hà Nội,0,0,0
CÔNG TY CỔ PHẦN TƯ VẤN LICOGI,2 năm,"BĐS,Xây dựng",Kiến Trúc Sư Công Trình - Triển Khai Bản Vẽ,Hà Nội,12,25,12-25
Công ty Cổ Phần Tư Vấn RealtyLink (Việt Nam),2 năm,,Giám Sát Dự Án/Khu Công Nghiệp,Bắc Giang,13,18,13-18
Công ty Cổ Phần Tư Vấn RealtyLink (Việt Nam),2 năm,"BĐS,Xây dựng",Giám Sát Dự Án/Khu Công Nghiệp,Bắc Giang,13,18,13-18
Công ty Cổ Phần Tư Vấn RealtyLink (Việt Nam),2 năm,"Kinh doanh,Bán hàng",Giám Sát Dự Án/Khu Công Nghiệp,Bắc Giang,13,18,13-18
Công ty Cổ Phần Tư Vấn RealtyLink (Việt Nam),2 năm,"Kinh doanh,Bán hàng",Nhân Viên Kinh Doanh Online - Thu Nhập Upto 25tr - Tại Hà Nội,Bắc Giang,13,18,13-18
CÔNG TY CỔ PHẦN TƯ VẤN TÀI CHÍNH DOANH NGHIỆP VIỆT NAM,2 năm,"Kinh doanh,Bán hàng",Chuyên Viên Tư Vấn Bảo Hiểm - Kênh Hợp Tác Ngân Hàng SEABANK Tại Hồ Chí Minh - Hà Nội - Hải Dương -...,Hà Nội,20,30,20-30
CÔNG TY CỔ PHẦN TƯ VẤN THIẾT KẾ ĐẦU TƯ XÂY DỰNG MINH PHÁT,1 năm,"Kế toán,Kiểm toán,Thuế",Nhân Viên Kế Toán Thuế ( Xây Dựng),Hà Nội,0,0,0
CÔNG TY CỔ PHẦN TƯ VẤN THIẾT KẾ ĐẦU TƯ XÂY DỰNG MINH PHÁT,1 năm,"Kinh doanh,Bán hàng",Chuyên Viên Quan Hệ Khách Hàng Doanh Nghiệp - Làm Việc Tại Chi Nhánh Cần Thơ Thu Nhập Hấp Dẫn Từ 20...,Hà Nội,0,0,0
Công ty Cổ phần tư vấn thiết kế PLA Việt Nam,3 năm,"BĐS,Xây dựng",Kiến Trúc Sư / Kỹ Sư Triển Khai Kỹ Thuật (Thu Nhập Hấp Dẫn Đến 20 Triệu),Hà Nội,12,20,12-20
CÔNG TY CỔ PHẦN TƯ VẤN THIẾT KẾ VÀ XÂY DỰNG GREENHN,3 năm,"BĐS,Xây dựng",Trưởng Nhóm Thiết Kế MEP/ Chủ Trì Thiết Kế - Mức Lương 15 -20tr + Thưởng - Khu Vực Hà Nội,Hà Nội,17,22,17-22
CÔNG TY CỔ PHẦN TƯ VẤN THIẾT KẾ VÀ XÂY DỰNG GREENHN,3 năm,"Điện,Điện tử viễn thông",Trưởng Nhóm Thiết Kế MEP/ Chủ Trì Thiết Kế - Mức Lương 15 -20tr + Thưởng - Khu Vực Hà Nội,Hà Nội,17,22,17-22
CÔNG TY CỔ PHẦN TƯ VẤN THIẾT KẾ VÀ XÂY DỰNG HIEUHOUSE,0-1 năm,"BĐS,Xây dựng",Chuyên Viên Kinh Doanh / Sales Ngành Thiết Kế Nội Thất (Thu Nhập Từ 15 - 50 Triệu) Tại Hà Nội,Hà Nội,15,50,15-50
CÔNG TY CỔ PHẦN TƯ VẤN VÀ ĐÀO TẠO NGÔN NGỮ BẢN NGỮ TALKY,1 năm,"Giáo dục,Đào tạo",Chuyên Viên Tư Vấn Tuyển Sinh/ Kinh Doanh/ Sales - Thu Nhập Upto 20 Triệu Đồng - Hà Nội,Hà Nội,15,20,15-20
CÔNG TY CỔ PHẦN TƯ VẤN VÀ ĐÀO TẠO QUỐC TẾ ISE,1 năm,"Giáo dục,Đào tạo",Nhân Viên Học Vụ Kiêm Giáo Viên Fulltime,Hồ Chí Minh,0,0,0
Công ty cổ phần tư vấn và phát triển Phú An,1 năm,"Giáo dục,Đào tạo",Nhân Viên Tư Vấn Tuyển Sinh (Thu Nhập 15 - 40 Triệu),Hà Nội,15,40,15-40
CÔNG TY CỔ PHẦN TƯ VẤN XÂY DỰNG THÀNH CÔNG,0,"Du lịch,Khách sạn",Lễ Tân,Thái Bình,7,0,7
CÔNG TY CỔ PHẦN ỨNG DỤNG CÔNG NGHỆ VÀ DỊCH VỤ KỸ THUẬT,2 năm,"Kế toán,Kiểm toán,Thuế",Kế Toán Tổng Hợp Từ 2 Năm Kinh Nghiệm Thu Nhập Lên Đến 15 Triệu,Hà Nội,10,15,10-15
CÔNG TY CỔ PHẦN ỨNG DỤNG CÔNG NGHỆ VÀ DỊCH VỤ KỸ THUẬT,5 năm,"Kế toán,Kiểm toán,Thuế",Kế Toán Phần Mềm Từ 5 Năm Kinh Nghiệm Thu Nhập Lên Đến 30 Triệu,Hà Nội,25,30,25-30
CÔNG TY CỔ PHẦN VĂN HOÁ GIÁO DỤC WORLDLINK,1 năm,"Giáo dục,Đào tạo",Giáo Viên Tiếng Anh Trẻ Em,Hải Dương,0,0,0
Công ty Cổ phần Văn Phòng Phẩm Hải Phòng,1 năm,Biên phiên dịch,Nhân Viên Phiên Dịch Tiếng Trung,Hải Phòng,0,0,0
CÔNG TY CỔ PHẦN VẬN TẢI BIỂN ĐÔNG PHÍA NAM,1 năm,,"Tài Xế Lái Xe Container - Bằng FC - Thu Nhập 25tr- 45tr - Hồ Chí Minh, Vũng Tàu",Bà Rịa-Vũng Tàu,25,45,25-45
CÔNG TY CỔ PHẦN VẬN TẢI BIỂN ĐÔNG PHÍA NAM,2 năm,,"Nhân Viên Chứng Từ Xuất Nhập Khẩu - Yêu Cầu 2 Năm Kinh Nghiệm - Phú Nhuận, Hồ Chí Minh",Hồ Chí Minh,0,0,0
CÔNG TY CỔ PHẦN VẬN TẢI XÂY DỰNG ĐẠI NAM,1 năm,"BĐS,Xây dựng",GẤP Kỹ Sư QS/ Kỹ Sư Dự Toán/ Kỹ Sư Hiện Trường (Nam) Yêu Cầu 1 Năm Kinh Nghiệm (Lương 12-15 Triệu/ Tháng...,Hà Nội,12,15,12-15
CÔNG TY CỔ PHẦN VÀNG BẠC ĐÁ QUÝ VIỆT NHẬT,2 năm,"Marketing,PR,QC",Chuyên Viên Thương Hiệu Và Sản Phẩm (TP.HCM),Hồ Chí Minh,15,25,15-25
CÔNG TY CỔ PHẦN VÀNG BẠC ĐÁ QUÝ VIỆT NHẬT,3 năm,"Chăm sóc khách hàng,Vận hành",Chuyên Viên Hành Chính Tổng Hợp (TP.HCM),Hồ Chí Minh,10,15,10-15
Công ty Cổ phần Vật tư & Thiết bị công nghiệp,1 năm,"Điện,Điện tử viễn thông",Kỹ Sư Điện - Lương Từ 15tr - Chế Độ Đãi Ngộ Hấp Dẫn - Tại Hà Nội - Nghỉ Thứ 7 Và Chủ Nhật,Hà Nội,15,0,15
CÔNG TY CỔ PHẦN VẬT TƯ TÂY ĐÔ LONG AN,0-1 năm,"Marketing,PR,QC",Nhân Viên Marketing Địa Bàn Miền Tây,Kiên Giang,0,0,0
Công ty Cổ phần Vega Holidays,0,"Chăm sóc khách hàng,Vận hành","Nhân Viên Telesales /Telemarketing Du Lịch (Tư Vấn Đặt Lịch Hẹn, Hỗ Trợ 100% Data) - Thu Nhập Từ 10...",Hà Nội,10,30,10-30
Công ty Cổ phần Vega Holidays,0,"Du lịch,Khách sạn",Nhân Viên Kinh Doanh Tư Vấn Trực Tiếp Mảng Du Lịch (Sales Tại Văn Phòng - Được Hỗ Trợ Data - Thu Nhậ...,Hà Nội,20,100,20-100
Công ty cổ phần Vinbeauty,0-1 năm,"Marketing,PR,QC","Nhân Viên Content Marketing/ Chuyên Viên Nội Dung Tại Hà Đông, Hà Nội (Thu Nhập Từ 15 -20 Triệu)",Hà Nội,15,20,15-20
Công ty cổ phần Vinotek,0-1 năm,"Bán lẻ,Dịch vụ đời sống","Cửa Hàng Trưởng - Yêu Cầu Nữ - Dưới 1 Năm Kinh Nghiệm - Thu Nhập Lên Đến 13 Triệu - Dịch Vọng, Cầu G...",Hà Nội,11,13,11-13
Công Ty Cổ Phần Wolf Solutions,3 năm,"Chăm sóc khách hàng,Vận hành",Operations Manager – Quản Lý Vận Hành,Hồ Chí Minh,20,25,20-25
Công Ty Cổ Phần Xây Dựng An Phong,2 năm,"Điện,Điện tử viễn thông",Kỹ Sư Phụ Trách Shop M&E,Hồ Chí Minh,10,17,10-17
CÔNG TY CỔ PHẦN XÂY DỰNG COTECCONS,0,"BĐS,Xây dựng",Giám Sát Xây Dựng/ Kỹ Sư Xây Dựng - Khu Vực Miền Bắc (Chấp Nhận Sinh Viên Mới Ra Trường),Hà Nam,11,25,11-25
Công ty cổ phần Xây dựng Điện Cơ Thành Công,2 năm,Biên phiên dịch,Nhân Viên Phiên Dịch Tiếng Trung,"Hà Nội, Nghệ An",10,21,10-21
CÔNG TY CỔ PHẦN XÂY DỰNG ĐÔ THỊ HÒA PHÚ,3 năm,"BĐS,Xây dựng",Kỹ Sư QS Nội Nghiệp Công Trình,Hà Nội,15,20,15-20
CÔNG TY CỔ PHẦN XÂY DỰNG ĐÔ THỊ HÒA PHÚ,3 năm,"BĐS,Xây dựng",Kỹ Sư Xây Dựng - Kỹ Sư Hiện Trường (Dân Dụng/ Cầu Đường/ Giao Thông/ Thủy Lợi),Hà Nội,15,20,15-20
Công ty Cổ phần Xây dựng Hạ tầng Kỹ thuật,2 năm,"Kinh doanh,Bán hàng",Chuyên Viên Kinh Doanh Dự Án (Sale B2B) Hà Nội,Hà Nội,0,0,0
CÔNG TY CỔ PHẦN XÂY DỰNG VÀ XUẤT NHẬP KHẨU HTH,2 năm,"Kế toán,Kiểm toán,Thuế","Kế Toán Nội Bộ (Yêu Cầu 2 Năm Kinh Nghiệm, Thu Nhập 7-11 Triệu/Tháng",Hà Nội,7,11,7-11
Công ty Cổ phần xây dựng Vijako Việt Nam,1 năm,"Điện,Điện tử viễn thông",Kỹ Sư Shopdrawing (MEP),"Hà Nam, Hà Nội",15,20,15-20
Công ty Cổ Phần XNK IBC Việt Nam,1 năm,"Kế toán,Kiểm toán,Thuế","Kế Toán Tổng Hợp [Hai Bà Trưng - Hà Nội] - Lương Cơ Bản Upto 11Tr+++, Tối Thiểu 1 Năm Kinh Nghiệm",Hà Nội,9,11,9-11
CÔNG TY CỔ PHẦN XTEST HÀ NỘI,0,"BĐS,Xây dựng",Kỹ Sư Vật Liệu Xây Dựng,Hà Nội,12,16,12-16
CÔNG TY CỔ PHẦN XUẤT NHẬP KHẨU BÌNH TÂY (BITEX),3 năm,,Procurement Supervisor,Hồ Chí Minh,0,0,0
CÔNG TY CỔ PHẦN XUẤT NHẬP KHẨU SAFACO,1 năm,,Nhân Viên Chứng Từ Xuất Nhập Khẩu - Đi Làm Ngay Tại Hà Nội (Mức Lương Upto 15 Triệu++),Hà Nội,7,15,7-15
CÔNG TY CỔ PHẦN XUẤT NHẬP KHẨU SAFACO,1 năm,"Bán lẻ,Dịch vụ đời sống",Nhân Viên Kinh Doanh / Sales Xuất Nhập Khẩu / Sales Logistic - Đi Làm Ngay Tại Hà Nội (Thu Nhập Upto...,Hà Nội,30,0,30
Công ty Cổ phần Xuất Nhập Khẩu Sài Gòn Bay,0,"Kế toán,Kiểm toán,Thuế",Nhân Viên Kế Toán,Hồ Chí Minh,6,7,6-7
CÔNG TY CỔ PHẦN XUẤT NHẬP KHẨU THIẾT BỊ HUY HOÀNG,3 năm,"Marketing,PR,QC","Nhân Viên Digital Marketing Lĩnh Vực Thang Máy, Nội Thất - Thu Nhập Upto 20Tr - Tại Nam Từ Liêm, Hà...",Hà Nội,15,20,15-20
CÔNG TY CỔ PHẦN XÚC TIẾN CÔNG NGHỆ MỚI ATP,1 năm,"Kế toán,Kiểm toán,Thuế",Kế Toán Tổng Hợp - 1 Năm Kinh Nghiệm - Thu Nhập Từ 15 Triệu - 20 Triệu - Tại Hà Nội - Đi Làm Ngay,Hà Nội,15,20,15-20
CÔNG TY CỔ PHẦN Y DƯỢC QUỐC TẾ PHYTOCARE,1 năm,"Chăm sóc khách hàng,Vận hành",Trưởng Phòng Chăm Sóc Khách Hàng - Kinh Nghiệm Lĩnh Vực Làm Đẹp/Thẩm Mỹ/Spa - Thu Nhập Hấp Dẫn Từ 40...,Hà Nội,40,50,40-50
CÔNG TY CỔ PHẦN ZENITH MEDIA,0-1 năm,"Bán lẻ,Dịch vụ đời sống",Nhân Viên Kinh Doanh Seller (Lĩnh Vực POD) Sàn Thương Mại Điện Tử Thị Trường US - Tại Hà Nội - Thu N...,Hà Nội,15,0,15
CÔNG TY CỔ PHẦN ZOOM VIỆT NAM,0,"BĐS,Xây dựng","Nhân Viên Kinh Doanh/Sales Máy Công Trình, Lương Cứng 8 - 15 Triệu (Quận 9 - Hồ Chí Minh)",Hồ Chí Minh,8,45,8-45
CÔNG TY CP BẤT ĐỘNG SẢN HECO LAND,0-1 năm,"BĐS,Xây dựng","Nhân Viên Kinh Doanh Bất Động Sản Nhà Phố-Lương Cứng 12tr/Hoa Hồng 64%,Q1_Q3_Q10_Phú Nhuận_Tân Bình(...",Hồ Chí Minh,20,100,20-100
Công ty CP Cơ điện Trần Phú,1 năm,Công nghệ thông tin,Chuyên Viên Quản Trị Hệ Thống - Thu Nhập Hấp Dẫn,Hà Nội,0,0,0
Công ty CP Cơ điện Trần Phú,2 năm,"Bán lẻ,Dịch vụ đời sống",Chuyên Viên Mua Hàng / Purchasing Specialist - Tiếng Trung,Hà Nội,0,0,0
Công ty CP Cơ điện Trần Phú,2 năm,Công nghệ thông tin,Trưởng Phòng Dữ Liệu Và Phân Tích (Analytics & Data),Hà Nội,0,0,0
Công ty CP Cơ điện Trần Phú,3 năm,Công nghệ thông tin,Trưởng Nhóm Thiết Kế (Senior Graphic Designer),Hà Nội,30,0,30
Công ty CP Cơ điện Trần Phú,3 năm,"Marketing,PR,QC",Trưởng Nhóm Thiết Kế (Senior Graphic Designer),Hà Nội,30,0,30
CÔNG TY CP CODEGYM VIỆT NAM,1 năm,"Giáo dục,Đào tạo",Nhân Viên Kinh Doanh/ Telesales / Tư Vấn Tuyển Sinh (Thu Nhập 12 Đến 18 Triệu),Hà Nội,12,18,12-18
Công ty CP Đào Tạo Ứng Dụng Aprotrain,2 năm,"Marketing,PR,QC",Nhân Viên Quan Hệ Công Chúng PR - Lương Cứng 10-15 Triệu,Hà Nội,10,15,10-15
CÔNG TY CP ĐẦU TƯ & PHÁT TRIỂN BẤT ĐỘNG SẢN PHÚ HƯNG,0,"BĐS,Xây dựng","Nhân Viên Tư Vấn Văn Phòng (Không Yêu Cầu Kinh Nghiệm, Thu Nhập Từ 12 Triệu) Hồ Chí Minh",Hồ Chí Minh,0,0,0
Công ty CP đầu tư và Dịch vụ Đất Xanh Miền Nam,0,"BĐS,Xây dựng",Chăm Sóc Khách Hàng/Nhân Viên Kinh Doanh/Sale Bất Động Sản/Chuyên Viên Kinh Doanh/Telesale Bất Động...,Hồ Chí Minh,9,200,9-200
CÔNG TY CP ĐẦU TƯ VÀ DU LỊCH GOLDEN DRAGON,1 năm,"Du lịch,Khách sạn",Nhân Viên Đại Diện Kinh Doanh Nghỉ Dưỡng 5 Sao,Hồ Chí Minh,15,25,15-25
CÔNG TY CP ĐẦU TƯ VÀ THƯƠNG MẠI QUỐC TẾ PHAN NGUYỄN,2 năm,"Bán lẻ,Dịch vụ đời sống","Nhân Viên Kế Hoạch Đặt Hàng FMCG (Thạo Excel, Có Tư Duy Về Số Liệu) - Tại Hà Nội (Thu Nhập 13-15 Tri...",Hà Nội,13,15,13-15
CÔNG TY CP DỊCH VỤ NHÂN LỰC TOÀN CẦU,0,Biên phiên dịch,Nhân Viên Phiên Dịch,Hồ Chí Minh,0,0,0
CÔNG TY CP DNP HOLDING,1 năm,"Điện,Điện tử viễn thông",Kỹ Sư Điện - Đi Làm Ngay (Khu Vực Đồng Nai),Đồng Nai,10,12,10-12
CÔNG TY CP ĐT DƯỢC PHẨM HTP,3 năm,"Bán lẻ,Dịch vụ đời sống","Chuyên Viên Kế Toán Thuế (Kênh TMĐT, Bán Lẻ) - Tân Bình - Có 3 Năm Kinh Nghiệm Trở Lên",Hồ Chí Minh,0,0,0
CÔNG TY CP ĐT DƯỢC PHẨM HTP,3 năm,"Kế toán,Kiểm toán,Thuế","Chuyên Viên Kế Toán Thuế (Kênh TMĐT, Bán Lẻ) - Tân Bình - Có 3 Năm Kinh Nghiệm Trở Lên",Hồ Chí Minh,0,0,0
Công ty CP du lịch Worldtrip,1 năm,"Du lịch,Khách sạn",Chuyên Viên Điều Hành Tour Outbound,Hà Nội,7,15,7-15
Công ty CP Dược Phẩm Thái Minh,1 năm,"Chăm sóc khách hàng,Vận hành",Nhân Viên Chăm Sóc Khách Hàng,Hà Nội,12,15,12-15
Công ty CP Dược Phẩm Thái Minh,2 năm,"Marketing,PR,QC",Nhân Viên Truyền Thông - Lương 12 - 18 Triệu,Hà Nội,12,18,12-18
Công ty CP Dược phẩm Tín Phong,2 năm,"Kinh doanh,Bán hàng","Quản Lý Bán Hàng Khu Vực Miền Tây, Tiền Giang, Bến Tre, Trà Vinh (Nam), Lương Cứng 10 Triệu",Tiền Giang,30,50,30-50
Công ty CP Faster Việt Nam,2 năm,"Bán lẻ,Dịch vụ đời sống",Nhân Viên Kinh Doanh/ Sales/ Tư Vấn - 2 Năm Kinh Nghiệm - Thu Nhập 30 Triệu,Hà Nội,30,0,30
Công ty CP Faster Việt Nam,2 năm,"Marketing,PR,QC",Nhân Viên Thiết Kế 2D - 2 Năm Kinh Nghiệm Trở Lên - Thu Nhập 12 Triệu +++,Hà Nội,8,12,8-12
Công ty CP Faster Việt Nam,3 năm,"Marketing,PR,QC",Nhân Viên Quay Dựng - 3 Năm Kinh Nghiệm,Hà Nội,8,12,8-12
CÔNG TY CP GIẢI PHÁP CNTT LỘ TRÌNH - AVENUE JSC,2 năm,"Kế toán,Kiểm toán,Thuế",Nhân Viên Kế Toán Tổng Hợp,Hồ Chí Minh,0,0,0
Công ty CP Hãng thông tấn Việt,0-1 năm,"Giáo dục,Đào tạo",Giáo Viên Khoa Học Xã Hội THCS-THPT,Hà Nội,0,0,0
CÔNG TY CP HOÀNG NAM,2 năm,"Kế toán,Kiểm toán,Thuế",Nhân Viên Kế Toán Tổng Hợp,Hồ Chí Minh,12,14,12-14
CÔNG TY CP ITM THÀNH PHỐ HỒ CHÍ MINH,0-1 năm,Biên phiên dịch,Nhân Viên Tiếng Nhật (Biên Phiên Dịch),Hồ Chí Minh,14,18,14-18
Công ty CP KHKT Phượng Hải,1 năm,"Điện,Điện tử viễn thông",Nhân Viên Kỹ Thuật Điện Công Trình ( Lương 8 -12 Triệu ),Hồ Chí Minh,8,12,8-12
Công ty CP KHKT Phượng Hải,1 năm,"Điện,Điện tử viễn thông",Nhân Viên Kỹ Thuật Điện Thiết Bị,Hồ Chí Minh,10,15,10-15
Công ty CP Kids Plaza,1 năm,"Bán lẻ,Dịch vụ đời sống",Nhân Viên Kinh Doanh/Sales Thị Trường (Thu Nhập Từ 13-18 Triệu),Hà Nội,13,18,13-18
Công ty CP Kids Plaza,1 năm,"Kế toán,Kiểm toán,Thuế",Nhân Viên Kế Toán Nội Bộ,Hà Nội,7,10,7-10
Công ty CP Kids Plaza,1 năm,"Kinh doanh,Bán hàng",Nhân Viên Kinh Doanh/Sales Thị Trường (Thu Nhập Từ 13-18 Triệu),Hà Nội,13,18,13-18
Công ty CP Kids Plaza,1 năm,"Marketing,PR,QC",Nhân Viên Media Lương 10 - 12 Triệu,Hà Nội,10,12,10-12
Công ty CP Kiến trúc và Xây dựng MasHome,1 năm,"BĐS,Xây dựng",Kiến Trúc Sư 3D ( Diễn Hoạ 3D ) - Lương 12 - 15 Triệu,Hà Nội,12,15,12-15
Công ty CP Kinh doanh F88,0,"Bán lẻ,Dịch vụ đời sống",Nhân Viên Bán Hàng Qua Điện Thoại - Telesales,Hà Nội,12,17,12-17
Công ty CP Kinh doanh F88,5 năm,"Marketing,PR,QC",Chuyên Gia Truyền Thông Nội Bộ,Hà Nội,0,0,0
CÔNG TY CP KINH DOANH THƯƠNG MẠI DỊCH VỤ WIN,1 năm,"Chăm sóc khách hàng,Vận hành",Nhân Viên Chăm Sóc Khách Hàng,Hồ Chí Minh,7,0,7
CÔNG TY CP KINH DOANH VÀ PHÁT TRIỂN ĐỊA ỐC VIETSTARLAND,5 năm,"Kế toán,Kiểm toán,Thuế",Kế Toán Tổng Hợp Thu Nhập Thỏa Thuận Theo Năng Lực Tại Hà Nội,Hà Nội,0,0,0
Công ty CP LSP Việt Nam,0,"Marketing,PR,QC",Content Marketing Fulltime - Thu Nhập Từ 10 - 15 Triệu - Không Yêu Cầu Kinh Nghiệm,Hà Nội,10,15,10-15
Công ty CP Năng Lượng và Đầu tư Long Giang,0-1 năm,Biên phiên dịch,Nhân Viên Phiên Dịch Tiếng Trung [Nam],Hà Nội,12,18,12-18
CÔNG TY CP RAU QUẢ THỰC PHẨM AN GIANG,1 năm,"Bán lẻ,Dịch vụ đời sống",Nhân Viên Kinh Doanh/Sales Quốc Tế Và Nội Địa (Lương Trên 14Tr/ Tháng),"An Giang, Hồ Chí Minh",10,15,10-15
Công ty CP Sói Biển trung thực,1 năm,"Marketing,PR,QC",Chuyên Viên Digital Marketing,Hà Nội,14,16,14-16
CÔNG TY CP TẬP ĐOÀN VNGROUP,0-1 năm,"Du lịch,Khách sạn",Giám Sát Lễ Tân,Đà Nẵng,0,0,0
CÔNG TY CP THANG MÁY MESCO VIỆT NAM,1 năm,"Kinh doanh,Bán hàng",Nhân Viên Kinh Doanh - Tư Vấn - Tự Do Thời Gian Thu Nhập Từ 36 Triệu (Không Y/C Kinh Nghiệm),Hà Nội,20,30,20-30
Công ty CP Thiết kế Kiến trúc xây dựng và Tư vấn đầu tư Đông Dương,2 năm,"BĐS,Xây dựng",Kiến Trúc Sư Triển Khai (Lương NET Up To 16 - 20 Triệu),Hà Nội,16,20,16-20
Công ty CP Thiết kế Kiến trúc xây dựng và Tư vấn đầu tư Đông Dương,2 năm,"BĐS,Xây dựng",Kỹ Sư Hạ Tầng Giao Thông (Lương NET Up To 16 Triệu),Hà Nội,12,16,12-16
CÔNG TY CP THƯƠNG MẠI VÀ VẬN TẢI TRÀNG AN,1 năm,"Kế toán,Kiểm toán,Thuế",Kế Toán Công Nợ Thu Nhập Từ 10 Triệu Trở Lên - Làm Việc Tại Hải Phòng,Hải Phòng,10,0,10
Công ty CP Tiếp thị số Tô Quà,1 năm,"Kinh doanh,Bán hàng",Senior Telesales Cum Key Account Executive,Hà Nội,0,0,0
CÔNG TY CP TPILAND,0,"BĐS,Xây dựng",Nhân Viên Tư Vấn - Không Yêu Cầu Kinh Nghiệm - Lương Cơ Bản 10 - 15 Triệu,Hồ Chí Minh,50,100,50-100
Công ty CP TS24,0-1 năm,Công nghệ thông tin,Nhân Viên Kinh Doanh / Sales Tư Vấn Phần Mềm - Lương Cứng 8 Triệu + Hoa Hồng,Hồ Chí Minh,15,20,15-20
CÔNG TY CP TƯ VẤN THƯƠNG HIỆU SAO KIM,2 năm,"Kinh doanh,Bán hàng",Account Excutive/Chuyên Viên Kinh Doanh/ Sales B2B/ Tư Vấn Dịch Vụ Digital (Thu Nhập 15 -20 Triệu)...,"Hà Nội, Hồ Chí Minh",15,20,15-20
CÔNG TY CP TƯ VẤN THƯƠNG HIỆU SAO KIM,2 năm,"Marketing,PR,QC",Account Excutive/Chuyên Viên Kinh Doanh/ Sales B2B/ Tư Vấn Dịch Vụ Digital (Thu Nhập 15 -20 Triệu)...,"Hà Nội, Hồ Chí Minh",15,20,15-20
CÔNG TY CP VẬN TẢI VÀ THƯƠNG MẠI SADOTRANS,2 năm,"Kế toán,Kiểm toán,Thuế",Kế Toán Viên (2 Năm Kinh Nghiệm),Hồ Chí Minh,8,10,8-10
Công ty CP Vinhomes,0-1 năm,"BĐS,Xây dựng",Chuyên Viên Kinh Doanh - Sale Inhouse,Hà Nội,0,0,0
Công ty CP Vinhomes,1 năm,"Du lịch,Khách sạn",Nhân Viên Lễ Tân Chung Cư Vinhomes Bình Thạnh (Giao Tiếp Tiếng Anh Khá),Hồ Chí Minh,0,0,0
Công ty CP Vinhomes,2 năm,"Marketing,PR,QC",Chuyên Viên Marketing (Ưu Tiên Có Kinh Nghiệm Lĩnh Vực Bất Động Sản),"Hồ Chí Minh, Hà Nội",0,0,0
CÔNG TY CP VTC DỊCH VỤ DI ĐỘNG,0,Biên phiên dịch,Nhân Viên Dịch Thuật,Hà Nội,0,0,0
Công ty CP XNK Tiên Phong VN,2 năm,"Kế toán,Kiểm toán,Thuế",Nhân Viên Kế Toán Tổng Hợp Kiêm Kế Toán Trưởng - Thu Nhập Từ 25 Triệu + Phụ Cấp,Hà Nội,20,25,20-25
Công ty Dịch vụ MobiFone Khu vực 6 – CN Tổng Công ty Viễn thông MobiFone,0,"Bán lẻ,Dịch vụ đời sống",Nhân Viên Kinh Doanh / Tư Vấn Dịch Vụ Viễn Thông (Khách Hàng Doanh Nghiệp),Nghệ An,7,15,7-15
CÔNG TY FRUITSCO,3 năm,"Kinh doanh,Bán hàng","Key Account Manager - Kênh MT- Nhóm Hàng Phụ Trách Tươi Sống, Thực Phẩm Chế Biến",Hồ Chí Minh,0,0,0
Công ty Luật hợp danh H3T,0,Luật,Thực Tập Sinh Pháp Lý,Hà Nội,1,2,1-2
Công ty Luật hợp danh H3T,1 năm,Luật,Chuyên Viên Pháp Lý,Hà Nội,0,0,0
Công ty Luật TNHH ACC,0,Luật,Thực Tập Sinh Pháp Lý,Bà Rịa-Vũng Tàu,0,0,0
Công ty Luật TNHH ACC,1 năm,Luật,Chuyên Viên Pháp Lý,Bà Rịa-Vũng Tàu,0,0,0
Công ty luật TNHH Đại Kim,0,Luật,Nhân Viên Pháp Lý (Không Yêu Cầu Kinh Nghiệm),Hà Nội,6,15,6-15
Công ty luật TNHH Đại Kim,0,Luật,Nhân Viên Pháp Lý Xử Lý Hợp Đồng Tín Dụng,Hà Nội,6,15,6-15
Công ty luật TNHH Đại Kim,0-1 năm,Luật,Nhân Viên Tố Tụng,Hà Nội,6,15,6-15
Công ty luật TNHH Đại Kim,1 năm,Luật,Trưởng Phòng Xử Lý Nợ Pháp Lý,Hà Nội,10,30,10-30
CÔNG TY LUẬT TNHH ĐẠI KIM,0,Luật,Nhân Viên Pháp Lý - Không Yêu Cầu Kinh Nghiệm,Hà Nội,6,20,6-20
CÔNG TY LUẬT TNHH ĐẠI KIM,2 năm,Luật,Trưởng Phòng Xử Lý Nợ Pháp Lý,Hà Nội,10,30,10-30
CÔNG TY LUẬT TNHH HELIO,5 năm,Luật,Luật Sư,Hà Nội,0,0,0
